table,endpoint2,order,original_name,auto_processed_name,replacement_name,description,processing_notes
animal_production_2,AnimalProduction,NA,PoultryFreerangingTethered,poultry_freeranging_tethered,NA,What is the number of freeranging or tethered animals?,"includes ""N/A"""
animal_production_2,AnimalProduction,NA,GoatsFreerangingTethered,goats_freeranging_tethered,NA,What is the number of freeranging or tethered animals?,"includes ""N/A"""
animal_production_2,AnimalProduction,NA,CamelsFreerangingTethered,camels_freeranging_tethered,NA,What is the number of freeranging or tethered animals?,"includes ""N/A"""
animal_production_2,AnimalProduction,NA,SwineFreerangingTethered,swine_freeranging_tethered,NA,What is the number of freeranging or tethered animals?,"includes ""N/A"""
animal_production_2,AnimalProduction,NA,CattleFreerangingTethered,cattle_freeranging_tethered,NA,What is the number of freeranging or tethered animals?,"includes ""N/A"""
animal_production_2,AnimalProduction,NA,HorsesFreerangingTethered,horses_freeranging_tethered,NA,What is the number of freeranging or tethered animals?,"includes ""N/A"""
animal_production_2,AnimalProduction,NA,DogsFreerangingTethered,dogs_freeranging_tethered,NA,What is the number of freeranging or tethered animals?,"includes ""N/A"""
animal_production_2,AnimalProduction,NA,CatsFreerangingTethered,cats_freeranging_tethered,NA,What is the number of freeranging or tethered animals?,"includes ""N/A"""
animal_production_2,AnimalProduction,NA,BatsPurposeOfProduction,bats_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,NHPPurposeOfProduction,nhp_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,BirdsPurposeOfProduction,birds_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,CarnivoresPurposeOfProduction,carnivores_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,UngulatesPurposeOfProduction,ungulates_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,PangolinsPurposeOfProduction,pangolins_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,PoultryPurposeOfProduction,poultry_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,GoatsPurposeOfProduction,goats_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,CamelsPurposeOfProduction,camels_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,SwinePurposeOfProduction,swine_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,CattlePurposeOfProduction,cattle_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,HorsesPurposeOfProduction,horses_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,DogsPurposeOfProduction,dogs_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,CatsPurposeOfProduction,cats_purpose_of_production,NA,What is the purpose of taxa animal production? for breeding; for food; for resale of animals; for sale of animal products; not observed.,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,BatsTypeOfEnclosure,bats_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,NHPTypeOfEnclosure,nhp_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,BirdsTypeOfEnclosure,birds_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,CarnivoresTypeOfEnclosure,carnivores_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,UngulatesTypeOfEnclosure,ungulates_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,PangolinsTypeOfEnclosure,pangolins_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,PoultryTypeOfEnclosure,poultry_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,GoatsTypeOfEnclosure,goats_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,CamelsTypeOfEnclosure,camels_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,SwineTypeOfEnclosure,swine_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,CattleTypeOfEnclosure,cattle_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,HorsesTypeOfEnclosure,horses_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,DogsTypeOfEnclosure,dogs_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,CatsTypeOfEnclosure,cats_type_of_enclosure,NA,What is the type of animal enclosure? fenced outdoor enclosure; free range (open range) outdoor; indoor enclosure in fully enclosed facility; outdoor cage; tethered grazing outdoor,"semicolon separated and includes ""N/A"""
animal_production_2,AnimalProduction,NA,TaxaTogether,taxa_together,NA,Are there multiple taxa in one holding area or cage?,yes/no
animal_production_2,AnimalProduction,NA,WildDomesticTogether,wild_domestic_together,NA,Are wild animals and domesticated animals held together in one holding area or cage?,yes/no
animal_production_2,AnimalProduction,NA,SlaughteredButcheredOnsite,slaughtered_butchered_onsite,NA,Are animals slaughtered and butchered onsite?,yes/no
animal_production_2,AnimalProduction,NA,DesignatedSlaughterArea,designated_slaughter_area,NA,"If animals are slaughtered and butchered onsite, is there a designated area for slaughtering and butchering?","yes/no/""N/A"""
animal_production_2,AnimalProduction,NA,AnimalWastePresent,animal_waste_present,NA,What type of animal waste is present at the site/event? Select all that apply: feces;l soiled bedding (urine and feces); animal tissue and/or blood; none.,semicolon separated
animal_production_2,AnimalProduction,NA,BiosecurityMeasures,biosecurity_measures,NA,What types of biosecurity measures are practiced at the facility? Select all that apply:,semicolon separated
animal_production_2,AnimalProduction,NA,AnimalsInDwellings,animals_in_dwellings,NA,Are there animals living in the human dwellings?,yes/no
